"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This testcase tests if decrease property task actions added on task gets triggered at completion of the task during job execution","27144","Test to verify that the Decrease Property Task Actions works as expected during execution","tests.scenarios.job","Fri Dec 13 22:10:43 IST 2024","passed","Fri Dec 13 22:11:10 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This testcase tests user can add job annotation for a completed without media","24111","Test to verify that user can complete job annotation for a completed job without media","tests.scenarios.job","Fri Dec 13 20:51:48 IST 2024","passed","Fri Dec 13 20:52:12 IST 2024","TestJobAnnotation","test_job_annotation","",""
"This testcase tests if set property task actions gets triggered with date time parameterized at start of task","21946","Test to verify that the Set Property Task Actions works as expected during execution with date time parameterized at start of task","tests.scenarios.job","Fri Dec 13 22:54:39 IST 2024","passed","Fri Dec 13 22:55:01 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This test case validates that user can configure multiple task executor locks in single prototype","7791","Test to validate that user can configure multiple task executor locks in single prototype","tests.scenarios","Fri Dec 13 20:03:58 IST 2024","passed","Fri Dec 13 20:04:06 IST 2024","TestTaskExecutorLock","test_task_executor_lock","",""
"This testcase tests executing the parameters and completing the job with recalled prototype","12472","Test to complete the job with recalled prototype","tests.scenarios.job","Fri Dec 13 21:06:11 IST 2024","passed","Fri Dec 13 21:06:24 IST 2024","TestJobExecution","test_job_execution","",""
"This testcase tests if branching rules added on single select dropdown parameter mapped to cjf to hide the parameters works as expected during job execution","13674","Test to verify that branching rules added on cjf parameters to hide parameters works as expected","tests.scenarios.job","Fri Dec 13 20:06:24 IST 2024","passed","Fri Dec 13 20:06:37 IST 2024","TestBranchingRuleExecution","test_branching_rule_execution","",""
"This test case tests that the user gets expected error message when trying to complete task having interlocks with single select dropdown property and task start trigger","20135","Test to verify that user gets expected error message when trying to complete task having interlocks with single select dropdown property and task start trigger","tests.scenarios.job","Fri Dec 13 20:40:46 IST 2024","passed","Fri Dec 13 20:41:06 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This test case validates error when user tries to delete the cjf parameter which is used in configuring interlocks","6741","Test to validate error when user tries to delete the parameter which is used in configuring interlocks","tests.scenarios","Fri Dec 13 18:41:13 IST 2024","passed","Fri Dec 13 18:41:20 IST 2024","TestDeleteParameterValidations","test_delete_parameter_validations","",""
"This testcase tests that the Set relation task actions added on task does not get triggered at completion of the task when optional resource parameter are not executed during job execution","23435","Test to verify that the Set relation Task Actions gets skipped when optional parameters are not executed","tests.scenarios.job","Fri Dec 13 22:22:49 IST 2024","passed","Fri Dec 13 22:23:13 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This testcase tests completing the job by executing the optional parameters with peer verification enabled","13758","Test to verify that user can complete the job by executing the optional parameters with peer verification enabled","tests.scenarios.job","Fri Dec 13 21:37:43 IST 2024","passed","Fri Dec 13 21:37:57 IST 2024","TestParameterVerification","test_parameter_verification","",""
"This testcase test update of user group by adding new user","1360","Test to update user group by adding new user","tests.scenarios.user_and_access","Fri Dec 13 23:08:54 IST 2024","passed","Fri Dec 13 23:08:55 IST 2024","TestUserGroups","test_user_groups","",""
"These testcase validates the error when start trigger option is set for same task parameter ","8649","Test to verify that start trigger option is not available for same task parameter","tests.scenarios","Fri Dec 13 18:34:00 IST 2024","passed","Fri Dec 13 18:34:09 IST 2024","TestConfigureConditions","test_configure_conditions","",""
"This test case tests adding Create Object action type with calculation parameter mapping to number property","13477","Test to add Create Object action type with calculation parameter mapping to number property","tests.scenarios","Fri Dec 13 19:57:58 IST 2024","passed","Fri Dec 13 19:58:12 IST 2024","TestTaskActions","test_task_actions","",""
"This testcase tests that user can execute the job with least count in should be parameter with constant value","0","Test to verify that user can execute job with least count in should be parameter with constant value","tests.scenarios.job","Fri Dec 13 21:16:42 IST 2024","skipped","Fri Dec 13 21:16:42 IST 2024","TestLeastCount","test_least_count_execution","",""
"This testcase tests executing the parameters and completing the job with should be parameter having least count and constant value in global prototype","11236","Test to complete the job with should be parameter least count and constant value in global prototype","tests.scenarios.job","Fri Dec 13 21:25:35 IST 2024","passed","Fri Dec 13 21:25:46 IST 2024","TestLeastCount","test_least_count_execution","",""
"This test case tests adding stop action added to task in a prototype and publish it","6804","Test to create a new prototype with stop action added to task and publish it","tests.scenarios","Fri Dec 13 19:08:46 IST 2024","passed","Fri Dec 13 19:08:53 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case validates if solo task lock is retained even after revising the process","7741","Test to validate if solo task lock is retained even after revising the process","tests.scenarios","Fri Dec 13 19:46:20 IST 2024","passed","Fri Dec 13 19:46:27 IST 2024","TestSoloTaskLock","test_solo_task_lock","",""
"This testcases test that a user can complete a job for a process having interlocks with single select dropdown property and task start trigger","22987","Test user can complete a job for a process with interlocks having single select dropdown property and task start trigger","tests.scenarios.job","Fri Dec 13 20:39:59 IST 2024","passed","Fri Dec 13 20:40:22 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This test case is to verify object type will not be created when any of the fields in the Create Object type form are empty","436","This test case is to verify when any of the fields in the Create Object type form are empty","tests.scenarios.ontology","Fri Dec 13 23:08:13 IST 2024","failed","Fri Dec 13 23:08:13 IST 2024","","test_object_types","",""
"This test case is to Verify that user cannot be created by using existing employee ID while creating new user.","1016","This test case is to  Verify that new user cannot be created by using existing employee ID","tests.scenarios.user_and_access","Fri Dec 13 23:09:03 IST 2024","passed","Fri Dec 13 23:09:04 IST 2024","","test_users_and_access","",""
"This testcase verifies that user can execute the job for the process with cjf single select dropdown parameter mapping with load options linked with resource parameter cjf parameter","17828","Test to verify that user can execute the job for the process with cjf single select dropdown parameter mapping with load options linked with resource parameter cjf parameter","tests.scenarios.job","Fri Dec 13 22:01:09 IST 2024","passed","Fri Dec 13 22:01:27 IST 2024","TestSingleSelectDropdownOptions","test_single_select_dropdown_load_option_execution","",""
"This test case tests Unit-level prototype not visible in Global Portal ","7512","Test to create a unit-level prototype and check for it in Global Portal","tests.scenarios","Fri Dec 13 18:47:42 IST 2024","passed","Fri Dec 13 18:47:49 IST 2024","","test_global_prototype","",""
"This testcase tests that user can execute the job with peer verification enabled in global prototype","36913","Test to verify that user can execute job with peer verification enabled in global prototype","tests.scenarios.job","Fri Dec 13 21:43:40 IST 2024","passed","Fri Dec 13 21:44:17 IST 2024","TestParameterVerification","test_parameter_verification","",""
